Season,WTeamID,LTeamID,WSeed,LSeed,WRPI,LRPI,WPOM,LPOM,WSAG,LSAG
2011,1112,1400,5,4,19,11,25,4,22,7
2011,1112,1181,5,1,19,4,25,2,22,3
2011,1181,1214,1,16,4,153,2,211,3,178
2011,1181,1276,1,8,4,52,2,40,3,38
2011,1199,1401,10,7,55,29,42,45,44,33
2011,1199,1323,10,2,55,9,42,10,44,8
2011,1206,1437,8,9,24,38,26,28,31,24
2011,1228,1424,9,8,48,25,20,22,27,20
2011,1242,1131,1,16,1,129,3,169,2,166
2011,1242,1228,1,9,1,48,3,20,2,27
2011,1242,1350,1,12,1,41,3,46,2,36
2011,1266,1462,11,6,64,22,33,37,29,35
2011,1266,1393,11,3,64,18,33,11,29,10
2011,1276,1397,8,9,52,34,40,55,38,51
2011,1314,1254,2,15,6,75,14,121,15,98
2011,1314,1449,2,7,6,32,14,15,15,26
2011,1314,1266,2,11,6,64,14,33,15,29
2011,1323,1103,2,15,9,107,10,123,8,127
2011,1326,1427,1,16,2,194,1,219,1,219
2011,1326,1206,1,8,2,24,1,26,1,31
2011,1345,1389,3,14,12,92,8,110,9,128
2011,1393,1232,3,14,18,84,11,109,10,112
2011,1400,1324,4,13,11,53,4,69,7,56
2011,1449,1208,7,10,32,47,15,57,26,52
2012,1140,1233,14,14,45,40,48,60,39,52
2012,1443,1290,16,16,189,144,191,256,202,233
2012,1378,1143,12,12,52,37,66,27,70,31
2012,1378,1396,12,5,52,20,66,34,70,36
2012,1436,1249,16,16,135,108,118,103,147,115
2012,1124,1355,3,14,8,43,14,57,12,59
2012,1124,1160,3,11,8,62,14,75,12,80
2012,1124,1462,3,10,8,41,14,58,12,55
2012,1160,1424,11,6,62,18,75,33,80,24
2012,1211,1452,7,10,25,57,32,42,30,38
2012,1231,1308,4,13,17,59,11,63,9,63
2012,1231,1433,4,12,17,38,11,47,9,50
2012,1235,1163,8,9,33,32,29,37,32,37
2012,1243,1379,8,9,48,21,22,74,22,57
2012,1246,1443,1,16,2,189,1,191,1,202
2012,1246,1235,1,8,2,33,1,29,1,32
2012,1246,1231,1,4,2,17,1,11,1,9
2012,1246,1124,1,3,2,8,1,14,1,12
2012,1246,1257,1,4,2,14,1,20,1,18
2012,1246,1242,1,2,2,6,1,4,1,4
2012,1257,1172,4,13,14,64,20,68,18,71
2012,1257,1307,4,5,14,27,20,13,18,16
2012,1257,1277,4,1,14,3,20,3,18,3
2012,1257,1196,4,7,14,30,20,19,18,17
2012,1266,1140,3,14,9,45,18,48,15,39
2012,1266,1293,3,6,9,22,18,49,15,40
2012,1293,1161,6,11,22,29,49,76,40,76
2012,1307,1253,5,12,27,34,13,36,16,41
2012,1326,1259,2,15,7,78,2,128,2,133
2012,1326,1211,2,7,7,25,2,32,2,30
2012,1326,1153,2,6,7,42,2,31,2,34
2012,1326,1393,2,1,7,1,2,8,2,5
2012,1393,1421,1,16,1,104,8,121,5,125
2012,1393,1243,1,8,1,48,8,22,5,22
2012,1393,1458,1,4,1,23,8,6,5,8
2012,1433,1455,12,5,38,12,47,10,50,10
2012,1435,1217,5,12,19,35,16,39,20,43
2012,1458,1285,4,13,23,74,6,94,8,97
2012,1458,1435,4,5,23,19,6,16,8,20
2012,1153,1400,6,11,42,50,31,28,34,27
2012,1153,1199,6,3,42,11,31,21,34,21
2012,1166,1104,8,9,24,36,35,30,25,29
2012,1196,1438,7,10,30,53,19,26,17,26
2012,1196,1313,7,15,30,128,19,214,17,182
2012,1196,1266,7,3,30,9,19,18,17,15
2012,1199,1382,3,14,11,72,21,51,21,61
2012,1207,1125,3,14,15,58,12,23,14,33
2012,1242,1178,2,15,6,125,4,115,4,119
2012,1242,1345,2,10,6,47,4,24,4,28
2012,1242,1301,2,11,6,49,4,43,4,45
2012,1242,1314,2,1,6,4,4,5,4,6
2012,1242,1326,2,2,6,7,4,2,4,2
2012,1250,1181,15,2,91,5,83,17,92,11
2012,1277,1254,1,16,3,80,3,164,3,159
2012,1277,1387,1,9,3,31,3,15,3,19
2012,1301,1361,11,6,49,26,43,54,45,46
2012,1301,1207,11,3,49,15,43,12,45,14
2012,1313,1281,15,2,128,10,214,7,182,7
2012,1314,1436,1,16,4,135,5,118,6,147
2012,1314,1166,1,8,4,24,5,35,6,25
2012,1314,1325,1,13,4,46,5,71,6,72
2012,1325,1276,13,4,46,13,71,25,72,23
2012,1325,1378,13,12,46,52,71,66,72,70
2012,1345,1388,10,7,47,28,24,44,28,35
2012,1387,1272,9,8,31,16,15,9,19,13
2012,1462,1323,10,7,41,39,58,41,55,42
2012,1462,1250,10,15,41,91,58,83,55,92
2013,1299,1251,16,16,213,287,226,251,242,260
2013,1388,1292,11,11,29,28,22,32,34,53
2013,1241,1254,16,16,182,179,179,185,169,163
2013,1247,1129,13,13,46,44,57,49,57,58
2013,1247,1243,13,4,46,19,57,30,57,20
2013,1247,1279,13,12,46,48,57,34,57,28
2013,1112,1125,6,11,15,18,19,46,23,50
2013,1112,1217,6,14,15,92,19,108,23,105
2013,1139,1137,6,11,22,51,52,62,45,73
2013,1143,1424,12,5,53,23,58,36,56,39
2013,1161,1281,8,9,21,36,24,18,36,16
2013,1211,1380,1,16,6,180,4,170,6,214
2013,1217,1307,14,3,92,2,108,17,105,17
2013,1257,1299,1,16,3,213,2,226,1,242
2013,1257,1161,1,8,3,21,2,24,1,36
2013,1257,1332,1,12,3,47,2,43,1,47
2013,1257,1181,1,2,3,1,2,6,1,7
2013,1257,1455,1,9,3,37,2,33,1,42
2013,1257,1276,1,4,3,20,2,11,1,11
2013,1266,1172,3,14,13,61,25,59,22,64
2013,1266,1139,3,6,13,22,25,52,22,45
2013,1266,1274,3,2,13,4,25,14,22,14
2013,1272,1388,6,11,12,29,39,22,27,34
2013,1276,1355,4,13,20,62,11,102,11,93
2013,1276,1433,4,5,20,24,11,21,11,26
2013,1276,1242,4,1,20,5,11,8,11,4
2013,1276,1196,4,3,20,7,11,1,11,3
2013,1276,1393,4,4,20,14,11,13,11,13
2013,1277,1434,3,14,9,58,10,66,8,65
2013,1277,1272,3,6,9,12,10,39,8,27
2013,1332,1329,12,5,47,27,43,20,47,18
2013,1332,1387,12,4,47,16,43,16,47,15
2013,1387,1308,4,13,16,55,16,80,15,79
2013,1393,1285,4,13,14,74,13,145,13,133
2013,1393,1143,4,12,14,53,13,58,13,56
2013,1393,1231,4,1,14,8,13,3,13,2
2013,1393,1266,4,3,14,13,13,25,13,22
2013,1433,1103,5,12,24,42,21,54,26,62
2013,1455,1338,9,8,37,43,33,7,42,10
2013,1455,1211,9,1,37,6,33,4,42,6
2013,1455,1247,9,13,37,46,33,57,42,57
2013,1455,1326,9,2,37,10,33,5,42,5
2013,1166,1153,7,10,25,50,15,40,21,35
2013,1181,1107,2,15,1,132,6,147,7,167
2013,1181,1166,2,7,1,25,6,15,7,21
2013,1181,1277,2,3,1,9,6,10,7,8
2013,1195,1207,15,2,93,11,126,12,126,9
2013,1195,1361,15,7,93,30,126,26,126,32
2013,1196,1322,3,14,7,78,1,133,3,138
2013,1196,1278,3,11,7,34,1,23,3,30
2013,1196,1195,3,15,7,93,1,126,3,126
2013,1228,1160,7,10,40,38,42,50,44,52
2013,1231,1241,1,16,8,182,3,179,2,169
2013,1231,1396,1,9,8,41,3,68,2,55
2013,1235,1323,10,7,45,35,37,31,33,24
2013,1242,1443,1,16,5,150,8,183,4,182
2013,1242,1314,1,8,5,17,8,28,4,19
2013,1274,1334,2,15,4,97,14,121,14,130
2013,1274,1228,2,7,4,40,14,42,14,44
2013,1278,1417,11,6,34,26,23,44,30,41
2013,1279,1458,12,5,48,32,34,9,28,12
2013,1314,1437,8,9,17,52,28,45,19,40
2013,1326,1233,2,15,10,97,5,96,5,98
2013,1326,1235,2,10,10,45,5,37,5,33
2013,1326,1112,2,6,10,15,5,19,5,23
2013,1361,1328,7,10,30,39,26,51,32,43
2013,1396,1301,9,8,41,33,68,35,55,25
2014,1107,1291,16,16,185,189,177,188,185,215
2014,1301,1462,12,12,55,47,54,56,67,48
2014,1142,1411,16,16,208,239,166,250,175,254
2014,1397,1234,11,11,42,56,11,27,25,17
2014,1397,1269,11,6,42,23,11,50,25,47
2014,1397,1273,11,14,42,81,11,95,25,89
2014,1163,1386,7,10,22,32,26,49,24,56
2014,1163,1437,7,2,22,5,26,7,24,4
2014,1163,1235,7,3,22,7,26,23,24,13
2014,1163,1277,7,4,22,18,26,10,24,8
2014,1163,1196,7,1,22,1,26,3,24,3
2014,1163,1246,7,8,22,17,26,17,24,18
2014,1173,1326,11,6,43,24,51,20,58,14
2014,1173,1393,11,3,43,16,51,14,58,19
2014,1173,1390,11,10,43,41,51,36,58,33
2014,1196,1107,1,16,1,185,3,177,3,185
2014,1196,1338,1,9,1,39,3,16,3,20
2014,1196,1417,1,4,1,14,3,18,3,15
2014,1196,1173,1,11,1,43,3,51,3,58
2014,1217,1153,12,5,46,21,33,24,35,28
2014,1257,1264,4,13,19,60,2,66,2,74
2014,1257,1387,4,5,19,27,2,34,2,36
2014,1276,1459,2,15,11,153,15,181,10,192
2014,1276,1400,2,7,11,36,15,37,10,39
2014,1276,1397,2,11,11,42,15,11,10,25
2014,1277,1174,4,13,18,65,10,103,8,106
2014,1277,1217,4,12,18,46,10,33,8,35
2014,1277,1438,4,1,18,8,10,4,8,5
2014,1295,1328,12,5,35,26,53,29,65,26
2014,1332,1140,7,10,28,31,30,45,30,42
2014,1338,1160,9,8,39,34,16,63,20,55
2014,1361,1308,4,13,15,71,21,72,22,79
2014,1361,1295,4,12,15,35,21,53,22,65
2014,1387,1301,5,12,27,55,34,54,36,67
2014,1393,1444,3,14,16,66,14,113,19,123
2014,1400,1113,7,10,36,44,37,47,39,37
2014,1437,1454,2,15,5,131,7,168,4,165
2014,1458,1110,2,15,6,118,13,97,9,117
2014,1458,1332,2,7,6,28,13,30,9,30
2014,1458,1124,2,6,6,30,13,31,9,29
2014,1458,1112,2,1,6,2,13,1,9,1
2014,1112,1451,1,16,2,149,1,171,1,171
2014,1112,1211,1,8,2,20,1,19,1,21
2014,1112,1361,1,4,2,15,1,21,1,22
2014,1124,1304,6,11,30,48,31,46,29,54
2014,1124,1166,6,3,30,10,31,9,29,11
2014,1166,1418,3,14,10,90,9,115,11,119
2014,1211,1329,8,9,20,45,19,22,21,16
2014,1235,1300,3,14,7,99,23,74,13,83
2014,1235,1314,3,6,7,25,23,25,13,27
2014,1242,1184,2,15,3,97,8,124,6,143
2014,1246,1243,8,9,17,51,17,43,18,40
2014,1246,1455,8,1,17,4,17,5,18,12
2014,1246,1257,8,4,17,19,17,2,18,2
2014,1246,1276,8,2,17,11,17,15,18,10
2014,1246,1458,8,2,17,6,17,13,18,9
2014,1272,1203,8,9,37,29,40,41,41,46
2014,1273,1181,14,3,81,9,95,6,89,7
2014,1314,1344,6,11,25,40,25,48,27,45
2014,1372,1433,12,5,52,13,55,12,82,23
2014,1390,1307,10,7,41,12,36,28,33,31
2014,1390,1242,10,2,41,3,36,8,33,6
2014,1417,1409,4,13,14,73,18,65,15,71
2014,1417,1372,4,12,14,52,18,55,15,82
2014,1438,1157,1,16,8,196,4,222,5,224
2014,1438,1272,1,8,8,37,4,40,5,41
2014,1455,1142,1,16,4,208,5,166,12,175
2015,1214,1264,16,16,251,168,250,146,266,159
2015,1279,1140,11,11,60,36,44,31,51,36
2015,1173,1129,11,11,32,40,40,39,48,45
2015,1173,1344,11,6,32,22,40,28,48,28
2015,1352,1316,16,16,171,162,173,127,183,143
2015,1112,1411,2,15,5,118,2,207,4,204
2015,1112,1326,2,10,5,40,2,21,4,17
2015,1112,1462,2,6,5,30,2,26,4,26
2015,1116,1459,5,12,20,47,29,90,25,92
2015,1139,1400,6,11,31,42,23,20,20,21
2015,1153,1345,8,9,37,55,34,49,50,33
2015,1207,1186,4,13,25,74,22,136,23,124
2015,1209,1124,14,3,53,10,71,15,78,14
2015,1246,1214,1,16,1,251,1,250,1,266
2015,1246,1153,1,8,1,37,1,34,1,50
2015,1246,1452,1,5,1,24,1,25,1,19
2015,1246,1323,1,3,1,16,1,10,1,8
2015,1301,1261,8,9,39,57,38,43,32,43
2015,1301,1437,8,1,39,2,38,5,32,6
2015,1314,1217,4,13,11,52,16,78,9,85
2015,1314,1116,4,5,11,20,16,29,9,25
2015,1323,1318,3,14,16,86,10,120,8,123
2015,1323,1139,3,6,16,31,10,23,8,20
2015,1323,1455,3,7,16,17,10,14,8,18
2015,1326,1433,10,7,40,15,21,30,17,31
2015,1412,1235,14,3,129,9,121,13,144,11
2015,1417,1374,11,6,48,12,41,19,47,29
2015,1417,1412,11,14,48,129,41,121,47,144
2015,1428,1372,5,12,19,33,8,35,12,41
2015,1428,1207,5,4,19,25,8,22,12,23
2015,1437,1248,1,16,2,122,5,195,6,176
2015,1462,1279,6,11,30,60,26,44,26,51
2015,1462,1209,6,14,30,53,26,71,26,78
2015,1181,1352,1,16,6,171,7,173,5,183
2015,1181,1361,1,8,6,26,7,27,5,35
2015,1181,1428,1,5,6,19,7,8,5,12
2015,1181,1211,1,2,6,8,7,6,5,7
2015,1181,1277,1,7,6,23,7,17,5,16
2015,1181,1458,1,1,6,4,7,3,5,2
2015,1211,1295,2,15,8,92,6,151,7,154
2015,1211,1234,2,7,8,43,6,24,7,24
2015,1211,1417,2,11,8,48,6,41,7,47
2015,1234,1172,7,10,43,35,24,32,24,30
2015,1242,1308,2,15,3,103,11,88,10,106
2015,1257,1414,4,13,21,88,18,94,15,97
2015,1257,1320,4,5,21,14,18,12,15,22
2015,1257,1301,4,8,21,39,18,38,15,32
2015,1268,1434,4,13,13,50,33,63,27,67
2015,1277,1208,7,10,23,38,17,36,16,37
2015,1277,1438,7,2,23,7,17,4,16,3
2015,1277,1328,7,3,23,18,17,9,16,13
2015,1277,1257,7,4,23,21,17,18,16,15
2015,1320,1461,5,12,14,71,12,102,22,98
2015,1328,1107,3,14,18,99,9,132,13,130
2015,1328,1173,3,11,18,32,9,40,13,48
2015,1332,1329,8,9,27,49,46,37,44,34
2015,1361,1385,8,9,26,44,27,42,35,38
2015,1438,1125,2,15,7,105,4,149,3,150
2015,1452,1138,5,12,24,28,25,54,19,59
2015,1452,1268,5,4,24,13,25,33,19,27
2015,1455,1231,7,10,17,61,14,53,18,40
2015,1455,1242,7,2,17,3,14,11,18,10
2015,1458,1157,1,16,4,130,3,148,2,145
2015,1458,1332,1,8,4,27,3,46,2,44
2015,1458,1314,1,4,4,11,3,16,2,9
2015,1458,1112,1,2,4,5,3,2,2,4
2015,1458,1246,1,1,4,1,3,1,2,1
2016,1195,1192,16,16,213,204,174,263,181,266
2016,1455,1435,11,11,48,61,12,27,25,23
2016,1455,1112,11,6,48,26,12,16,25,12
2016,1221,1380,16,16,248,186,268,226,268,242
2016,1276,1409,11,11,57,58,56,58,37,66
2016,1114,1345,12,5,46,14,47,10,71,9
2016,1139,1403,9,8,56,36,40,42,30,46
2016,1163,1160,9,8,41,35,25,55,28,49
2016,1181,1423,4,13,20,45,22,74,16,89
2016,1181,1463,4,12,20,43,22,38,16,56
2016,1211,1371,11,6,44,19,28,26,22,29
2016,1211,1428,11,3,44,8,28,29,22,26
2016,1231,1151,5,12,24,50,14,107,11,109
2016,1231,1246,5,4,24,12,14,7,11,8
2016,1235,1233,4,13,22,77,18,72,21,97
2016,1235,1114,4,12,22,46,18,47,21,71
2016,1242,1122,1,16,1,189,1,211,1,218
2016,1242,1163,1,9,1,41,1,25,1,28
2016,1242,1268,1,5,1,15,1,23,1,20
2016,1246,1392,4,13,12,60,7,91,8,96
2016,1274,1138,3,14,9,91,13,130,13,133
2016,1274,1455,3,11,9,48,13,12,13,25
2016,1314,1195,1,16,5,213,4,174,3,181
2016,1314,1344,1,9,5,39,4,46,3,44
2016,1314,1231,1,5,5,24,4,14,3,11
2016,1314,1323,1,6,5,32,4,39,3,35
2016,1314,1393,1,10,5,71,4,41,3,40
2016,1344,1425,9,8,39,51,46,49,44,43
2016,1428,1201,3,14,8,66,29,105,26,100
2016,1438,1214,1,16,3,154,2,222,4,235
2016,1438,1139,1,9,3,56,2,40,4,30
2016,1438,1235,1,4,3,22,2,18,4,21
2016,1463,1124,12,5,43,25,38,24,56,24
2016,1218,1143,13,4,80,16,61,21,69,27
2016,1234,1396,7,10,29,59,20,86,19,85
2016,1268,1355,5,12,15,28,23,80,20,86
2016,1268,1218,5,13,15,80,23,61,20,69
2016,1292,1277,15,2,78,11,123,3,116,2
2016,1320,1400,11,6,70,27,77,30,73,31
2016,1323,1276,6,11,32,57,39,56,35,37
2016,1323,1372,6,14,32,62,39,33,35,57
2016,1323,1458,6,7,32,42,39,32,35,36
2016,1328,1167,2,15,6,118,8,95,7,114
2016,1328,1433,2,10,6,31,8,35,7,39
2016,1328,1401,2,3,6,17,8,17,7,17
2016,1328,1332,2,1,6,2,8,9,7,15
2016,1332,1221,1,16,2,248,9,268,15,268
2016,1332,1386,1,8,2,23,9,37,15,41
2016,1332,1181,1,4,2,20,9,22,15,16
2016,1372,1452,14,3,62,10,33,6,57,6
2016,1386,1153,8,9,23,47,37,31,41,32
2016,1393,1173,10,7,71,21,41,54,40,47
2016,1393,1292,10,15,71,78,41,123,40,116
2016,1393,1211,10,11,71,44,41,28,40,22
2016,1393,1438,10,1,71,3,41,2,40,4
2016,1401,1453,3,14,17,113,17,117,17,122
2016,1401,1320,3,11,17,70,17,77,17,73
2016,1433,1333,10,7,31,33,35,60,39,58
2016,1437,1421,2,15,4,138,5,116,5,139
2016,1437,1234,2,7,4,29,5,20,5,19
2016,1437,1274,2,3,4,9,5,13,5,13
2016,1437,1242,2,1,4,1,5,1,5,1
2016,1437,1328,2,2,4,6,5,8,5,7
2016,1437,1314,2,1,4,5,5,4,5,3
2016,1458,1338,7,10,42,52,32,45,36,34
2016,1458,1462,7,2,42,7,32,15,36,14
2016,1462,1451,2,15,7,108,15,132,14,135
2017,1243,1448,11,11,57,39,29,30,34,35
2017,1291,1309,16,16,150,154,213,178,216,208
2017,1413,1300,16,16,166,202,218,152,200,179
2017,1425,1344,11,11,41,56,61,56,55,58
2017,1425,1374,11,6,41,13,61,11,55,19
2017,1112,1315,2,15,2,144,20,173,18,176
2017,1112,1388,2,7,2,17,20,14,18,25
2017,1139,1457,4,13,15,70,26,112,26,114
2017,1139,1292,4,12,15,35,26,48,26,60
2017,1196,1190,4,13,10,55,9,64,10,77
2017,1196,1438,4,5,10,18,9,7,10,9
2017,1196,1458,4,8,10,36,9,23,10,17
2017,1199,1195,3,14,14,85,19,108,20,113
2017,1211,1355,1,16,8,155,1,187,1,180
2017,1211,1321,1,8,8,51,1,39,1,39
2017,1211,1452,1,4,8,24,1,5,1,4
2017,1211,1462,1,11,8,37,1,40,1,32
2017,1211,1376,1,7,8,43,1,31,1,31
2017,1235,1305,5,12,21,29,17,55,16,56
2017,1292,1278,12,5,35,20,48,33,60,33
2017,1321,1435,8,9,51,38,39,34,39,43
2017,1323,1343,5,12,23,47,25,59,22,73
2017,1345,1436,4,13,19,46,15,63,12,75
2017,1345,1235,4,5,19,21,15,17,12,16
2017,1388,1433,7,10,17,22,14,52,25,50
2017,1437,1291,1,16,1,150,2,213,2,216
2017,1438,1423,5,12,18,27,7,60,9,68
2017,1452,1137,4,13,24,63,5,80,4,94
2017,1452,1323,4,5,24,23,5,25,4,22
2017,1458,1439,8,9,36,48,23,44,17,47
2017,1458,1437,8,1,36,1,23,2,17,2
2017,1462,1268,11,6,37,34,40,45,32,42
2017,1462,1199,11,3,37,14,40,19,32,20
2017,1462,1112,11,2,37,2,40,20,32,18
2017,1116,1371,8,9,28,44,38,53,37,49
2017,1124,1308,3,14,11,59,13,88,14,97
2017,1124,1425,3,11,11,41,13,61,14,55
2017,1153,1243,6,11,12,57,22,29,21,34
2017,1181,1407,2,15,6,147,12,130,8,161
2017,1242,1413,1,16,3,166,10,218,6,200
2017,1242,1277,1,9,3,50,10,43,6,36
2017,1242,1345,1,4,3,19,10,15,6,12
2017,1246,1297,2,15,4,87,4,147,5,153
2017,1246,1455,2,10,4,32,4,8,5,11
2017,1246,1417,2,3,4,16,4,18,5,15
2017,1257,1240,2,15,7,151,6,158,7,186
2017,1276,1329,7,10,25,40,21,24,23,24
2017,1276,1257,7,2,25,7,21,6,23,7
2017,1277,1274,9,8,50,42,43,32,36,28
2017,1314,1411,1,16,5,105,3,207,3,204
2017,1314,1116,1,8,5,28,3,38,3,37
2017,1314,1139,1,4,5,15,3,26,3,26
2017,1314,1246,1,2,5,4,3,4,3,5
2017,1314,1332,1,3,5,9,3,16,3,13
2017,1314,1211,1,1,5,8,3,1,3,1
2017,1332,1233,3,14,9,88,16,118,13,123
2017,1332,1348,3,11,9,31,16,37,13,48
2017,1332,1276,3,7,9,25,16,21,13,23
2017,1332,1242,3,1,9,3,16,10,13,6
2017,1348,1166,11,6,31,26,37,27,48,27
2017,1376,1266,7,10,43,61,31,28,31,30
2017,1376,1181,7,2,43,6,31,12,31,8
2017,1376,1124,7,3,43,11,31,13,31,14
2017,1376,1196,7,4,43,10,31,9,31,10
2017,1417,1245,3,14,16,142,18,141,15,138
2017,1417,1153,3,6,16,12,18,22,15,21
2017,1455,1173,10,7,32,30,8,36,11,40
